order_id,order_date,customer_id,product_id,store_id,campaign_id,sales_channel,quantity,unit_price,discount_pct,gross_sales,net_sales,total_cost,shipping_fee,payment_method
O11483,2024-09-12,CU0500,P004,S007,C203,Store,1,92,0,92,92,38,0,Credit Card
O11484,2024-09-19,CU0677,P008,S002,C000,Click & Collect,3,34,0,102,102,36,0,Debit
O11485,2023-12-02,CU0047,P011,S008,C000,Online,2,168,0,336,336,148,1.87,Credit Card
O11486,2024-10-16,CU0216,P004,S008,C000,Online,1,82.8,0.1,92,82.8,38,4.48,Credit Card
O11487,2024-12-11,CU0521,P016,S003,C000,Store,2,259,0,518,518,264,0,Credit Card
O11488,2023-06-25,CU0238,P014,S001,C102,Store,1,58,0,58,58,21,0,Debit
O11489,2024-05-17,CU0185,P017,S008,C202,Online,1,112,0,112,112,48,6.78,Credit Card
O11490,2024-06-08,CU0297,P004,S008,C202,Online,1,92,0,92,92,38,9.75,Credit Card
O11491,2023-11-19,CU0209,P011,S002,C103,Store,2,168,0,336,336,148,0,Debit
O11492,2024-09-30,CU0224,P016,S008,C203,Online,2,259,0,518,518,264,8.41,Credit Card
O11493,2023-10-28,CU0257,P003,S006,C000,Store,2,70.4,0.2,176,140.8,68,0,Debit
O11494,2023-09-20,CU0134,P003,S003,C000,Store,2,83.6,0.05,176,167.2,68,0,Apple Pay
O11495,2025-03-17,CU0166,P016,S008,C302,Online,2,207.2,0.2,518,414.4,264,7.9,Apple Pay
O11496,2023-12-04,CU0528,P001,S004,C000,Store,2,122.55,0.05,258,245.1,112,0,Credit Card
O11497,2024-04-08,CU0593,P010,S008,C000,Online,2,24.65,0.15,58,49.3,18,7.18,Gift Card
O11498,2025-04-18,CU0641,P012,S008,C302,Online,1,111.6,0.1,124,111.6,49,3.56,Apple Pay
O11499,2024-09-09,CU0684,P005,S002,C000,Store,1,119.2,0.2,149,119.2,66,0,Debit
O11500,2023-03-21,CU0249,P012,S001,C101,Store,1,124,0,124,124,49,0,Credit Card
O11501,2025-03-25,CU0126,P017,S003,C000,Store,2,106.4,0.05,224,212.8,96,0,Credit Card
O11502,2025-08-01,CU0339,P008,S002,C000,Store,3,32.3,0.05,102,96.9,36,0,Credit Card
O11503,2024-12-16,CU0298,P015,S006,C000,Store,2,39,0,78,78,26,0,Credit Card
O11504,2025-01-30,CU0446,P014,S004,C301,Store,1,58,0,58,58,21,0,Credit Card
O11505,2025-05-13,CU0402,P017,S005,C000,Store,2,89.6,0.2,224,179.2,96,0,Credit Card
O11506,2025-12-03,CU0411,P011,S001,C000,Store,2,159.6,0.05,336,319.2,148,0,Apple Pay
O11507,2023-10-05,CU0164,P005,S008,C000,Online,1,149,0,149,149,66,5.15,Debit
O11508,2023-05-31,CU0093,P011,S008,C000,Online,2,168,0,336,336,148,8.58,Credit Card
O11509,2025-08-09,CU0616,P016,S005,C000,Store,2,259,0,518,518,264,0,Credit Card
O11510,2025-11-08,CU0247,P012,S004,C000,Store,2,117.8,0.05,248,235.6,98,0,Debit
O11511,2023-07-05,CU0512,P016,S008,C102,Online,1,259,0,259,259,132,6.23,PayPal
O11512,2023-12-07,CU0434,P003,S008,C103,Online,2,88,0,176,176,68,4.13,PayPal
O11513,2024-10-28,CU0259,P001,S007,C000,Store,2,129,0,258,258,112,0,Apple Pay
O11514,2024-03-15,CU0223,P010,S003,C000,Store,2,27.55,0.05,58,55.1,18,0,Credit Card
O11515,2024-07-22,CU0171,P017,S004,C000,Store,2,112,0,224,224,96,0,Credit Card
O11516,2025-08-29,CU0566,P013,S008,C000,Online,1,146,0,146,146,63,9.38,Credit Card
O11517,2023-11-12,CU0235,P007,S005,C103,Store,3,138,0,414,414,183,0,Apple Pay
O11518,2024-03-22,CU0383,P017,S005,C000,Store,1,100.8,0.1,112,100.8,48,0,Credit Card
O11519,2023-10-11,CU0410,P010,S003,C000,Click & Collect,3,23.2,0.2,87,69.6,27,0,Gift Card
O11520,2025-05-27,CU0424,P012,S007,C000,Click & Collect,1,124,0,124,124,49,0,Debit
O11521,2024-04-05,CU0373,P017,S003,C000,Store,1,95.2,0.15,112,95.2,48,0,Credit Card
O11522,2024-03-29,CU0025,P008,S008,C000,Online,2,30.6,0.1,68,61.2,24,9.74,Credit Card
O11523,2023-03-07,CU0270,P010,S004,C000,Associate Order,2,23.2,0.2,58,46.4,18,0,Apple Pay
O11524,2025-02-24,CU0504,P003,S006,C000,Click & Collect,1,61.6,0.3,88,61.6,34,0,Credit Card
O11525,2024-05-26,CU0392,P011,S003,C202,Associate Order,1,151.2,0.1,168,151.2,74,0,Credit Card
O11526,2025-04-14,CU0104,P008,S003,C000,Store,3,32.3,0.05,102,96.9,36,0,Gift Card
O11527,2024-02-01,CU0665,P009,S008,C000,Online,2,21.6,0.1,48,43.2,16,4.87,Gift Card
O11528,2023-10-27,CU0342,P015,S008,C000,Online,2,37.05,0.05,78,74.1,26,6.87,Credit Card
O11529,2023-06-25,CU0590,P017,S005,C102,Click & Collect,1,106.4,0.05,112,106.4,48,0,Debit
O11530,2023-04-29,CU0396,P018,S008,C000,Online,1,63.2,0.2,79,63.2,31,5.24,Debit
O11531,2023-03-22,CU0510,P015,S004,C101,Associate Order,1,39,0,39,39,13,0,Credit Card
O11532,2024-12-19,CU0055,P015,S002,C204,Store,2,37.05,0.05,78,74.1,26,0,Credit Card
O11533,2024-02-17,CU0696,P014,S006,C000,Click & Collect,2,58,0,116,116,42,0,Credit Card
O11534,2025-11-03,CU0171,P016,S007,C000,Store,2,207.2,0.2,518,414.4,264,0,Credit Card
O11535,2025-09-10,CU0003,P002,S008,C000,Online,2,70.3,0.05,148,140.6,56,9.66,Credit Card
O11536,2024-05-31,CU0013,P001,S008,C202,Online,1,129,0,129,129,56,12.29,Credit Card
O11537,2024-11-10,CU0544,P004,S001,C204,Click & Collect,2,92,0,184,184,76,0,Apple Pay
O11538,2023-02-19,CU0425,P004,S005,C000,Click & Collect,1,92,0,92,92,38,0,Credit Card
O11539,2024-10-03,CU0228,P004,S007,C000,Click & Collect,2,87.4,0.05,184,174.8,76,0,Credit Card
O11540,2025-08-09,CU0039,P014,S008,C000,Online,2,58,0,116,116,42,8.24,Credit Card
O11541,2025-09-08,CU0393,P007,S008,C000,Online,4,138,0,552,552,244,13.27,Credit Card
O11542,2023-03-23,CU0402,P011,S008,C000,Online,2,134.4,0.2,336,268.8,148,2.61,Gift Card
O11543,2024-11-22,CU0684,P006,S008,C204,Online,3,101.15,0.15,357,303.45,156,7.68,Apple Pay
O11544,2023-09-28,CU0130,P006,S005,C000,Store,2,119,0,238,238,104,0,Credit Card
O11545,2024-01-18,CU0526,P007,S005,C000,Store,2,138,0,276,276,122,0,Apple Pay
O11546,2024-02-09,CU0454,P018,S003,C000,Store,2,79,0,158,158,62,0,Credit Card
O11547,2025-10-02,CU0591,P004,S005,C000,Click & Collect,2,92,0,184,184,76,0,Apple Pay
O11548,2023-11-15,CU0590,P017,S007,C103,Click & Collect,2,106.4,0.05,224,212.8,96,0,PayPal
O11549,2023-01-07,CU0378,P013,S008,C000,Online,2,131.4,0.1,292,262.8,126,8.29,Credit Card
O11550,2023-06-02,CU0048,P005,S005,C102,Store,1,149,0,149,149,66,0,Credit Card
O11551,2025-01-14,CU0398,P007,S002,C000,Store,2,131.1,0.05,276,262.2,122,0,Credit Card
O11552,2025-10-11,CU0606,P012,S003,C000,Store,1,117.8,0.05,124,117.8,49,0,Credit Card
O11553,2024-04-15,CU0018,P014,S004,C000,Click & Collect,2,58,0,116,116,42,0,Gift Card
O11554,2024-06-13,CU0612,P007,S006,C202,Store,3,131.1,0.05,414,393.3,183,0,Debit
O11555,2024-09-24,CU0031,P015,S001,C203,Store,1,37.05,0.05,39,37.05,13,0,Credit Card
O11556,2023-07-30,CU0396,P018,S005,C102,Store,2,67.15,0.15,158,134.3,62,0,Debit
O11557,2024-01-05,CU0126,P009,S003,C000,Store,2,22.8,0.05,48,45.6,16,0,Credit Card
O11558,2024-05-01,CU0462,P007,S003,C000,Associate Order,2,124.2,0.1,276,248.4,122,0,Debit
O11559,2025-02-04,CU0582,P013,S002,C301,Associate Order,1,146,0,146,146,63,0,PayPal
O11560,2023-04-02,CU0426,P015,S003,C101,Click & Collect,2,39,0,78,78,26,0,Debit
O11561,2024-05-02,CU0232,P012,S004,C202,Store,1,99.2,0.2,124,99.2,49,0,PayPal
O11562,2023-03-15,CU0007,P012,S001,C101,Store,2,117.8,0.05,248,235.6,98,0,Gift Card
O11563,2023-03-23,CU0505,P003,S002,C101,Associate Order,1,83.6,0.05,88,83.6,34,0,Gift Card
O11564,2023-08-21,CU0672,P018,S004,C000,Store,1,79,0,79,79,31,0,PayPal
O11565,2025-05-25,CU0517,P006,S007,C000,Store,2,113.05,0.05,238,226.1,104,0,Debit
O11566,2023-08-03,CU0663,P003,S007,C000,Store,2,88,0,176,176,68,0,PayPal
O11567,2023-10-28,CU0465,P013,S008,C000,Online,2,124.1,0.15,292,248.2,126,6.58,Debit
O11568,2023-04-03,CU0381,P005,S006,C101,Store,2,126.65,0.15,298,253.3,132,0,Debit
O11569,2025-06-30,CU0691,P016,S008,C303,Online,1,259,0,259,259,132,9.11,Apple Pay
O11570,2024-01-16,CU0409,P008,S003,C000,Store,2,28.9,0.15,68,57.8,24,0,Debit
O11571,2025-07-06,CU0653,P005,S001,C000,Store,1,134.1,0.1,149,134.1,66,0,Gift Card
O11572,2025-10-17,CU0103,P003,S006,C000,Store,2,83.6,0.05,176,167.2,68,0,Gift Card
O11573,2024-01-04,CU0009,P007,S008,C000,Online,2,124.2,0.1,276,248.4,122,6.21,Debit
O11574,2025-09-29,CU0132,P013,S008,C000,Online,1,146,0,146,146,63,6.33,Credit Card
O11575,2025-01-14,CU0605,P002,S004,C000,Store,2,74,0,148,148,56,0,Debit
O11576,2025-07-24,CU0705,P006,S008,C000,Online,4,107.1,0.1,476,428.4,208,6.66,Debit
O11577,2024-11-17,CU0204,P003,S001,C000,Store,2,88,0,176,176,68,0,PayPal
O11578,2024-05-02,CU0486,P018,S008,C202,Online,2,79,0,158,158,62,8.56,Credit Card
O11579,2025-03-03,CU0111,P011,S002,C000,Store,1,142.8,0.15,168,142.8,74,0,Apple Pay
O11580,2025-10-04,CU0720,P011,S005,C000,Click & Collect,1,151.2,0.1,168,151.2,74,0,Debit
O11581,2024-09-12,CU0430,P002,S007,C000,Store,1,74,0,74,74,28,0,Gift Card
O11582,2025-01-10,CU0047,P006,S005,C000,Store,2,107.1,0.1,238,214.2,104,0,PayPal
O11583,2025-06-27,CU0578,P016,S002,C000,Store,2,233.1,0.1,518,466.2,264,0,Apple Pay
O11584,2023-03-31,CU0320,P016,S008,C000,Online,2,220.15,0.15,518,440.3,264,5.46,Debit
O11585,2024-03-14,CU0039,P016,S008,C000,Online,2,233.1,0.1,518,466.2,264,5.21,Credit Card
O11586,2025-06-09,CU0589,P003,S008,C000,Online,1,88,0,88,88,34,9.02,Credit Card
O11587,2024-03-05,CU0509,P017,S008,C000,Online,2,106.4,0.05,224,212.8,96,9.44,Debit
O11588,2024-07-26,CU0364,P010,S006,C000,Store,2,24.65,0.15,58,49.3,18,0,Credit Card
O11589,2024-02-15,CU0570,P009,S008,C201,Online,2,22.8,0.05,48,45.6,16,4.98,Credit Card
O11590,2023-05-21,CU0235,P009,S006,C000,Associate Order,2,24,0,48,48,16,0,Credit Card
O11591,2025-12-08,CU0052,P007,S006,C000,Store,3,131.1,0.05,414,393.3,183,0,Credit Card
O11592,2023-02-26,CU0711,P007,S008,C000,Online,4,124.2,0.1,552,496.8,244,6.59,Credit Card
O11593,2023-06-06,CU0254,P002,S002,C102,Store,1,74,0,74,74,28,0,Debit
O11594,2023-09-10,CU0138,P010,S006,C000,Store,2,26.1,0.1,58,52.2,18,0,Apple Pay
O11595,2023-05-30,CU0252,P003,S005,C000,Associate Order,2,83.6,0.05,176,167.2,68,0,Apple Pay
O11596,2025-03-12,CU0097,P010,S008,C000,Online,2,26.1,0.1,58,52.2,18,8.62,Debit
O11597,2023-01-19,CU0446,P014,S007,C000,Store,2,46.4,0.2,116,92.8,42,0,Credit Card
O11598,2024-10-24,CU0344,P014,S006,C000,Store,1,46.4,0.2,58,46.4,21,0,Apple Pay
O11599,2025-12-19,CU0287,P017,S008,C000,Online,2,89.6,0.2,224,179.2,96,7.67,Credit Card
O11600,2023-06-08,CU0241,P011,S007,C102,Store,1,134.4,0.2,168,134.4,74,0,Gift Card
O11601,2023-09-10,CU0261,P014,S008,C000,Online,2,58,0,116,116,42,5.09,Credit Card
O11602,2023-01-08,CU0117,P012,S005,C000,Click & Collect,1,124,0,124,124,49,0,Debit
O11603,2025-03-22,CU0181,P010,S008,C302,Online,3,29,0,87,87,27,7.85,Apple Pay
O11604,2024-08-14,CU0152,P011,S008,C000,Online,2,134.4,0.2,336,268.8,148,3.71,Credit Card
O11605,2023-06-11,CU0072,P010,S007,C000,Store,4,27.55,0.05,116,110.2,36,0,Credit Card
O11606,2023-04-08,CU0121,P001,S006,C000,Store,1,129,0,129,129,56,0,Debit
O11607,2025-06-09,CU0391,P013,S004,C303,Click & Collect,2,124.1,0.15,292,248.2,126,0,Debit
O11608,2024-07-12,CU0200,P015,S007,C000,Store,2,35.1,0.1,78,70.2,26,0,PayPal
O11609,2025-10-11,CU0486,P005,S003,C000,Store,2,141.55,0.05,298,283.1,132,0,PayPal
O11610,2025-01-18,CU0146,P003,S002,C000,Store,2,79.2,0.1,176,158.4,68,0,Debit
O11611,2024-09-11,CU0690,P015,S001,C203,Click & Collect,1,39,0,39,39,13,0,PayPal
O11612,2025-09-06,CU0376,P003,S007,C000,Store,2,74.8,0.15,176,149.6,68,0,Credit Card
O11613,2025-12-24,CU0025,P009,S004,C000,Associate Order,2,24,0,48,48,16,0,Credit Card
O11614,2023-08-19,CU0597,P006,S005,C000,Click & Collect,3,113.05,0.05,357,339.15,156,0,Credit Card
O11615,2024-06-10,CU0348,P015,S008,C202,Online,2,33.15,0.15,78,66.3,26,10.95,Gift Card
O11616,2024-06-22,CU0418,P011,S008,C202,Online,2,168,0,336,336,148,6.19,Debit
O11617,2024-09-29,CU0620,P007,S008,C203,Online,3,117.3,0.15,414,351.9,183,3.87,Credit Card
O11618,2024-09-30,CU0587,P006,S004,C000,Store,2,113.05,0.05,238,226.1,104,0,Credit Card
O11619,2025-02-18,CU0494,P006,S007,C000,Store,3,95.2,0.2,357,285.6,156,0,Credit Card
O11620,2024-06-12,CU0313,P007,S004,C202,Click & Collect,2,138,0,276,276,122,0,Credit Card
O11621,2025-02-19,CU0301,P008,S001,C000,Store,3,34,0,102,102,36,0,Debit
O11622,2023-07-15,CU0416,P008,S008,C102,Online,2,32.3,0.05,68,64.6,24,10.36,Apple Pay
O11623,2024-07-15,CU0189,P008,S008,C000,Online,3,34,0,102,102,36,10.23,Credit Card
O11624,2023-11-10,CU0697,P006,S002,C000,Associate Order,3,119,0,357,357,156,0,Credit Card
O11625,2024-12-01,CU0602,P009,S006,C000,Store,3,21.6,0.1,72,64.8,24,0,Credit Card
O11626,2024-11-28,CU0400,P010,S008,C204,Online,3,23.2,0.2,87,69.6,27,7.44,Gift Card
O11627,2023-01-06,CU0322,P018,S006,C000,Store,2,67.15,0.15,158,134.3,62,0,Debit
O11628,2025-11-21,CU0322,P009,S003,C000,Store,2,21.6,0.1,48,43.2,16,0,Debit
O11629,2025-09-21,CU0008,P015,S005,C000,Store,1,35.1,0.1,39,35.1,13,0,Credit Card
O11630,2023-11-07,CU0017,P010,S008,C000,Online,3,26.1,0.1,87,78.3,27,9.35,PayPal
O11631,2024-03-02,CU0700,P012,S006,C000,Store,1,124,0,124,124,49,0,Credit Card
O11632,2023-01-03,CU0035,P017,S008,C000,Online,1,112,0,112,112,48,6.48,Debit
O11633,2023-09-22,CU0375,P001,S006,C000,Click & Collect,2,116.1,0.1,258,232.2,112,0,Credit Card
O11634,2025-11-15,CU0335,P016,S008,C000,Online,2,233.1,0.1,518,466.2,264,5.49,Apple Pay
O11635,2023-09-20,CU0064,P005,S007,C000,Store,1,141.55,0.05,149,141.55,66,0,Credit Card
O11636,2023-10-25,CU0474,P014,S008,C000,Online,2,46.4,0.2,116,92.8,42,6.23,Credit Card
O11637,2023-12-29,CU0337,P013,S004,C103,Store,2,146,0,292,292,126,0,PayPal
O11638,2025-06-26,CU0428,P005,S001,C000,Store,1,119.2,0.2,149,119.2,66,0,Gift Card
O11639,2024-05-01,CU0038,P013,S005,C000,Store,2,146,0,292,292,126,0,Credit Card
O11640,2023-02-06,CU0323,P014,S006,C000,Store,2,58,0,116,116,42,0,Credit Card
O11641,2023-07-10,CU0296,P015,S005,C102,Store,1,39,0,39,39,13,0,Credit Card
O11642,2025-04-04,CU0085,P007,S005,C302,Store,3,138,0,414,414,183,0,Credit Card
O11643,2025-11-06,CU0665,P013,S001,C000,Store,2,138.7,0.05,292,277.4,126,0,Credit Card
O11644,2025-06-03,CU0464,P018,S005,C303,Store,1,71.1,0.1,79,71.1,31,0,PayPal
O11645,2024-03-08,CU0157,P008,S007,C000,Click & Collect,2,34,0,68,68,24,0,Apple Pay
O11646,2023-04-17,CU0010,P018,S007,C000,Store,1,79,0,79,79,31,0,Debit
O11647,2023-01-06,CU0119,P004,S004,C000,Store,2,78.2,0.15,184,156.4,76,0,Credit Card
O11648,2023-03-04,CU0481,P015,S006,C101,Store,1,35.1,0.1,39,35.1,13,0,PayPal
O11649,2023-12-08,CU0093,P010,S007,C000,Store,3,26.1,0.1,87,78.3,27,0,Credit Card
O11650,2024-11-03,CU0608,P010,S006,C204,Store,3,29,0,87,87,27,0,Gift Card
O11651,2024-12-18,CU0402,P007,S001,C204,Store,3,131.1,0.05,414,393.3,183,0,Credit Card
O11652,2024-08-14,CU0201,P005,S008,C000,Online,1,149,0,149,149,66,7.14,Credit Card
O11653,2023-04-21,CU0235,P007,S006,C101,Store,2,138,0,276,276,122,0,Debit
O11654,2025-05-02,CU0656,P017,S008,C000,Online,1,112,0,112,112,48,7.26,Credit Card
O11655,2024-02-18,CU0480,P010,S007,C201,Click & Collect,3,26.1,0.1,87,78.3,27,0,Debit
O11656,2023-11-25,CU0403,P016,S005,C103,Store,2,259,0,518,518,264,0,Apple Pay
O11657,2023-11-09,CU0061,P014,S003,C103,Store,2,55.1,0.05,116,110.2,42,0,Gift Card
O11658,2023-04-02,CU0425,P014,S003,C101,Store,1,55.1,0.05,58,55.1,21,0,Debit
O11659,2023-06-13,CU0364,P003,S007,C000,Store,2,88,0,176,176,68,0,Credit Card
O11660,2025-10-02,CU0275,P003,S003,C000,Store,1,88,0,88,88,34,0,Credit Card
O11661,2023-10-10,CU0434,P010,S007,C000,Click & Collect,2,27.55,0.05,58,55.1,18,0,Gift Card
O11662,2025-08-28,CU0236,P008,S003,C000,Store,3,28.9,0.15,102,86.7,36,0,Credit Card
O11663,2024-03-09,CU0073,P006,S008,C000,Online,2,119,0,238,238,104,11.69,Gift Card
O11664,2024-06-23,CU0191,P004,S008,C000,Online,2,82.8,0.1,184,165.6,76,8.66,Debit
O11665,2024-02-11,CU0568,P008,S002,C000,Store,3,34,0,102,102,36,0,Gift Card
O11666,2024-04-07,CU0445,P004,S001,C000,Store,1,87.4,0.05,92,87.4,38,0,Credit Card
O11667,2025-04-29,CU0333,P006,S002,C000,Store,2,119,0,238,238,104,0,Apple Pay
O11668,2024-09-09,CU0048,P001,S006,C000,Store,1,90.3,0.3,129,90.3,56,0,Debit
O11669,2023-09-19,CU0231,P015,S008,C000,Online,1,37.05,0.05,39,37.05,13,4.2,Gift Card
O11670,2025-01-13,CU0351,P001,S008,C000,Online,2,129,0,258,258,112,6.95,Debit
O11671,2024-01-12,CU0200,P014,S008,C000,Online,1,52.2,0.1,58,52.2,21,9.7,Debit
O11672,2024-11-03,CU0675,P005,S007,C000,Click & Collect,2,141.55,0.05,298,283.1,132,0,Credit Card
O11673,2024-03-20,CU0417,P005,S005,C000,Store,1,134.1,0.1,149,134.1,66,0,Credit Card
O11674,2025-06-13,CU0327,P008,S007,C303,Store,3,34,0,102,102,36,0,Credit Card
O11675,2024-08-11,CU0436,P008,S006,C000,Store,3,28.9,0.15,102,86.7,36,0,Credit Card
O11676,2024-04-12,CU0289,P017,S005,C000,Store,2,100.8,0.1,224,201.6,96,0,Credit Card
O11677,2024-08-25,CU0193,P007,S001,C000,Store,3,131.1,0.05,414,393.3,183,0,Debit
O11678,2023-02-06,CU0291,P001,S008,C000,Online,1,109.65,0.15,129,109.65,56,5.39,Credit Card
O11679,2023-10-31,CU0358,P014,S001,C000,Store,1,58,0,58,58,21,0,Gift Card
O11680,2024-04-11,CU0045,P001,S001,C000,Store,2,129,0,258,258,112,0,Credit Card
O11681,2023-02-10,CU0614,P001,S005,C000,Store,2,129,0,258,258,112,0,Credit Card
O11682,2023-01-30,CU0618,P017,S008,C000,Online,1,100.8,0.1,112,100.8,48,10.73,Credit Card
O11683,2023-06-03,CU0431,P006,S001,C102,Store,3,119,0,357,357,156,0,Debit
O11684,2024-02-07,CU0651,P008,S001,C000,Store,3,34,0,102,102,36,0,Credit Card
O11685,2025-04-15,CU0558,P017,S008,C000,Online,1,106.4,0.05,112,106.4,48,6.21,PayPal
O11686,2025-01-25,CU0388,P001,S002,C000,Store,1,116.1,0.1,129,116.1,56,0,Credit Card
O11687,2025-05-11,CU0040,P016,S008,C000,Online,2,233.1,0.1,518,466.2,264,4.93,Credit Card
O11688,2023-08-24,CU0704,P005,S007,C000,Store,1,149,0,149,149,66,0,Debit
O11689,2023-11-03,CU0342,P004,S002,C103,Store,2,92,0,184,184,76,0,Debit
O11690,2024-09-13,CU0296,P006,S008,C203,Online,2,119,0,238,238,104,9.17,PayPal
O11691,2023-06-27,CU0321,P015,S008,C102,Online,1,37.05,0.05,39,37.05,13,5.78,Apple Pay
O11692,2023-05-17,CU0006,P012,S004,C000,Associate Order,2,124,0,248,248,98,0,Credit Card
O11693,2025-01-13,CU0085,P013,S003,C000,Store,2,146,0,292,292,126,0,PayPal
O11694,2025-01-04,CU0573,P014,S008,C000,Online,1,49.3,0.15,58,49.3,21,9.5,PayPal
O11695,2025-07-27,CU0444,P012,S008,C000,Online,1,124,0,124,124,49,6.9,Credit Card
O11696,2025-09-17,CU0126,P004,S007,C000,Associate Order,2,87.4,0.05,184,174.8,76,0,Credit Card
O11697,2023-05-30,CU0056,P003,S008,C000,Online,1,83.6,0.05,88,83.6,34,9.84,Credit Card
O11698,2023-04-21,CU0003,P002,S007,C101,Click & Collect,1,74,0,74,74,28,0,Credit Card
O11699,2025-08-24,CU0129,P016,S004,C000,Store,1,233.1,0.1,259,233.1,132,0,Credit Card
O11700,2024-10-04,CU0441,P009,S001,C000,Store,2,24,0,48,48,16,0,Credit Card
O11701,2024-09-25,CU0646,P013,S008,C203,Online,1,146,0,146,146,63,1.99,Credit Card
O11702,2024-04-17,CU0156,P017,S008,C000,Online,2,95.2,0.15,224,190.4,96,4.46,PayPal
O11703,2025-05-25,CU0039,P008,S001,C000,Store,2,23.8,0.3,68,47.6,24,0,Credit Card
O11704,2025-05-16,CU0306,P012,S006,C000,Store,1,124,0,124,124,49,0,PayPal
O11705,2024-06-21,CU0342,P007,S006,C000,Store,3,110.4,0.2,414,331.2,183,0,Credit Card
O11706,2024-09-12,CU0206,P012,S008,C203,Online,1,117.8,0.05,124,117.8,49,4.69,Credit Card
O11707,2023-12-19,CU0699,P014,S004,C103,Store,1,55.1,0.05,58,55.1,21,0,Credit Card
O11708,2024-06-06,CU0051,P009,S002,C000,Click & Collect,2,20.4,0.15,48,40.8,16,0,Credit Card
O11709,2025-08-01,CU0101,P009,S004,C000,Store,3,22.8,0.05,72,68.4,24,0,Credit Card
O11710,2023-09-19,CU0603,P013,S008,C000,Online,1,124.1,0.15,146,124.1,63,4.81,Gift Card
O11711,2024-06-20,CU0435,P003,S008,C000,Online,2,88,0,176,176,68,8.08,Credit Card
O11712,2025-09-15,CU0298,P008,S005,C000,Store,3,34,0,102,102,36,0,Apple Pay
O11713,2025-10-21,CU0522,P006,S008,C000,Online,2,113.05,0.05,238,226.1,104,4.82,Gift Card
O11714,2024-10-03,CU0358,P017,S002,C000,Associate Order,1,95.2,0.15,112,95.2,48,0,Credit Card
O11715,2024-04-25,CU0566,P017,S006,C000,Associate Order,2,112,0,224,224,96,0,Credit Card
O11716,2025-09-14,CU0703,P010,S002,C000,Click & Collect,2,29,0,58,58,18,0,Debit
O11717,2025-05-11,CU0256,P011,S008,C000,Online,2,168,0,336,336,148,5.8,Credit Card
O11718,2024-02-16,CU0574,P002,S008,C000,Online,2,66.6,0.1,148,133.2,56,5.63,Credit Card
O11719,2025-04-07,CU0683,P011,S003,C302,Associate Order,1,142.8,0.15,168,142.8,74,0,Gift Card
O11720,2023-11-23,CU0648,P016,S008,C103,Online,2,233.1,0.1,518,466.2,264,8.78,Apple Pay
O11721,2024-05-07,CU0392,P003,S007,C202,Store,1,88,0,88,88,34,0,Credit Card
O11722,2025-04-30,CU0606,P007,S004,C000,Store,3,138,0,414,414,183,0,Credit Card
O11723,2025-08-25,CU0027,P003,S008,C000,Online,1,88,0,88,88,34,7.91,PayPal
O11724,2024-06-18,CU0553,P007,S008,C202,Online,3,131.1,0.05,414,393.3,183,7.47,Apple Pay
O11725,2023-03-16,CU0489,P001,S003,C000,Store,2,129,0,258,258,112,0,Credit Card
O11726,2025-09-10,CU0600,P007,S007,C000,Store,3,117.3,0.15,414,351.9,183,0,Credit Card
O11727,2025-06-28,CU0309,P012,S008,C303,Online,1,111.6,0.1,124,111.6,49,5.68,Credit Card
O11728,2024-10-28,CU0598,P011,S006,C000,Store,2,142.8,0.15,336,285.6,148,0,Credit Card
O11729,2025-12-28,CU0669,P002,S004,C000,Store,2,66.6,0.1,148,133.2,56,0,Credit Card
O11730,2024-01-18,CU0061,P018,S008,C000,Online,1,79,0,79,79,31,4.87,Apple Pay
O11731,2024-05-28,CU0382,P007,S001,C202,Store,3,138,0,414,414,183,0,Credit Card
O11732,2025-06-07,CU0711,P005,S008,C000,Online,2,134.1,0.1,298,268.2,132,8.31,Credit Card
O11733,2024-10-28,CU0049,P005,S005,C000,Store,2,149,0,298,298,132,0,Credit Card
O11734,2023-09-14,CU0200,P011,S003,C000,Store,2,168,0,336,336,148,0,Credit Card
O11735,2024-01-07,CU0052,P002,S008,C000,Online,2,66.6,0.1,148,133.2,56,8.64,Apple Pay
O11736,2025-02-07,CU0032,P013,S005,C301,Associate Order,1,138.7,0.05,146,138.7,63,0,PayPal
O11737,2025-06-08,CU0038,P001,S005,C000,Store,1,116.1,0.1,129,116.1,56,0,Credit Card
O11738,2023-10-15,CU0101,P010,S008,C000,Online,2,27.55,0.05,58,55.1,18,3.52,Apple Pay
O11739,2024-04-10,CU0285,P018,S008,C000,Online,2,67.15,0.15,158,134.3,62,5.44,Credit Card
O11740,2024-04-23,CU0680,P005,S008,C000,Online,1,134.1,0.1,149,134.1,66,5.31,Debit
O11741,2025-10-28,CU0003,P006,S002,C000,Store,3,113.05,0.05,357,339.15,156,0,Apple Pay
O11742,2025-01-31,CU0322,P008,S002,C000,Store,3,34,0,102,102,36,0,Credit Card
O11743,2024-05-19,CU0060,P002,S008,C202,Online,1,62.9,0.15,74,62.9,28,7,Gift Card
O11744,2023-03-13,CU0426,P014,S004,C101,Store,1,55.1,0.05,58,55.1,21,0,Debit
O11745,2025-07-19,CU0594,P017,S007,C000,Associate Order,2,112,0,224,224,96,0,Gift Card
O11746,2024-05-21,CU0176,P018,S008,C000,Online,2,71.1,0.1,158,142.2,62,5.44,Credit Card
O11747,2024-03-03,CU0289,P010,S008,C000,Online,2,26.1,0.1,58,52.2,18,7.96,Debit
